#{"t_start": 1573852292.3576896, "env_id": "CartPole-v0"}
r,l,t
126.0,126,119.501987
134.0,134,120.688015
127.0,127,121.839571
148.0,148,123.204362
157.0,157,124.61429
154.0,154,126.015328
163.0,163,127.505422
145.0,145,128.811611
194.0,194,130.587702
128.0,128,131.737074
126.0,126,132.893107
118.0,118,133.988441
116.0,116,135.058347
149.0,149,136.439605
144.0,144,137.758125
126.0,126,138.889444
125.0,125,140.03724
120.0,120,141.110553
128.0,128,142.333635
127.0,127,143.481908
200.0,200,145.288473
155.0,155,146.720369
170.0,170,148.303471
128.0,128,149.473181
128.0,128,150.644085
121.0,121,151.751532
126.0,126,152.906785
128.0,128,154.067548
131.0,131,155.26357
127.0,127,156.417606
200.0,200,158.236109
148.0,148,159.608517
139.0,139,160.875535
200.0,200,162.663757
171.0,171,164.234367
172.0,172,165.827108
142.0,142,167.102621
144.0,144,168.429735
134.0,134,169.66001
134.0,134,170.892766
133.0,133,172.093125
200.0,200,173.897687
132.0,132,175.073577
132.0,132,176.290085
177.0,177,177.884248
150.0,150,179.265462
188.0,188,180.971434
177.0,177,182.574162
175.0,175,184.177946
130.0,130,185.353006
123.0,123,186.457393
116.0,116,187.528454
119.0,119,188.625171
132.0,132,189.82414
160.0,160,191.292063
141.0,141,192.581206
166.0,166,194.103329
122.0,122,195.192651
150.0,150,196.533464
136.0,136,197.798167
126.0,126,198.942403
148.0,148,200.289044
163.0,163,201.805361
143.0,143,203.094392
145.0,145,204.396345
130.0,130,205.604556
140.0,140,206.889909
14.0,14,207.003192
139.0,139,208.24485
153.0,153,209.660153
18.0,18,209.818056
122.0,122,210.960538
149.0,149,212.319995
128.0,128,213.475726
124.0,124,214.582686
151.0,151,215.969921
122.0,122,217.085606
11.0,11,217.183468
149.0,149,218.527649
127.0,127,219.690861
117.0,117,220.767078
118.0,118,221.84744
117.0,117,222.899083
126.0,126,224.061614
132.0,132,225.278415
126.0,126,226.435306
124.0,124,227.560054
135.0,135,228.806902
148.0,148,230.143799
195.0,195,231.932058
200.0,200,233.756133
112.0,112,234.797486
109.0,109,235.773362
114.0,114,236.826946
112.0,112,237.842475
114.0,114,238.889533
117.0,117,239.978556
122.0,122,241.103826
117.0,117,242.178035
118.0,118,243.265168
121.0,121,244.35474
127.0,127,245.564349
124.0,124,246.686906
115.0,115,247.742866
112.0,112,248.739675
115.0,115,249.786295
121.0,121,250.89216
107.0,107,251.862643
113.0,113,252.865358
109.0,109,253.868934
110.0,110,254.876283
14.0,14,255.0085
117.0,117,256.078535
112.0,112,257.097412
124.0,124,258.224432
110.0,110,259.224385
99.0,99,260.11042
115.0,115,261.148618
102.0,102,262.054074
105.0,105,263.05006
108.0,108,264.051639
111.0,111,265.079058
15.0,15,265.210097
107.0,107,266.18434
143.0,143,267.500538
133.0,133,268.71102
118.0,118,269.789338
128.0,128,270.947128
133.0,133,272.140171
135.0,135,273.378449
131.0,131,274.567994
146.0,146,275.898911
146.0,146,277.243235
134.0,134,278.467885
154.0,154,279.867101
159.0,159,281.303228
138.0,138,282.56872
138.0,138,283.846036
126.0,126,285.014293
133.0,133,286.221006
160.0,160,287.702918
141.0,141,288.993426
126.0,126,290.134527
131.0,131,291.342825
132.0,132,292.548863
200.0,200,294.395689
117.0,117,295.460997
200.0,200,297.303215
200.0,200,299.124651
15.0,15,299.258672
29.0,29,299.522482
119.0,119,300.618196
145.0,145,301.949131
108.0,108,302.937362
121.0,121,304.032667
137.0,137,305.262842
118.0,118,306.352595
128.0,128,307.473205
116.0,116,308.528672
140.0,140,309.799638
119.0,119,310.861381
114.0,114,311.912236
120.0,120,313.014482
117.0,117,314.086357
13.0,13,314.201751
125.0,125,315.357939
125.0,125,316.50809
125.0,125,317.66823
124.0,124,318.793853
128.0,128,319.982471
130.0,130,321.178295
133.0,133,322.391049
139.0,139,323.674326
155.0,155,325.113899
196.0,196,326.894604
125.0,125,328.039596
141.0,141,329.327869
145.0,145,330.667317
139.0,139,331.908132
146.0,146,333.286796
122.0,122,334.391743
116.0,116,335.450333
120.0,120,336.529598
120.0,120,337.612806
127.0,127,338.749722
118.0,118,339.818301
113.0,113,340.873641
200.0,200,342.682762
120.0,120,343.776615
173.0,173,345.356193
128.0,128,346.51439
134.0,134,347.763673
138.0,138,349.014467
123.0,123,350.136701
111.0,111,351.168951
102.0,102,352.098435
129.0,129,353.291367
136.0,136,354.527221
200.0,200,356.357611
193.0,193,358.083434
135.0,135,359.288159
151.0,151,360.676056
145.0,145,362.008261
126.0,126,363.157385
115.0,115,364.222967
112.0,112,365.238899
121.0,121,366.339751
129.0,129,367.504248
122.0,122,368.606532
155.0,155,370.017097
116.0,116,371.076291
121.0,121,372.17691
125.0,125,373.342827
124.0,124,374.464335
153.0,153,375.862362
114.0,114,376.897338
108.0,108,377.877208
116.0,116,378.938433
15.0,15,379.076316
115.0,115,380.143044
116.0,116,381.205209
117.0,117,382.27029
117.0,117,383.314308
118.0,118,384.384869
145.0,145,385.702909
184.0,184,387.404092
114.0,114,388.437206
122.0,122,389.526576
109.0,109,390.514847
110.0,110,391.51198
111.0,111,392.527067
105.0,105,393.493132
169.0,169,395.06024
120.0,120,396.189743
110.0,110,397.174585
117.0,117,398.246259
125.0,125,399.378947
200.0,200,401.232676
33.0,33,401.533057
111.0,111,402.554286
152.0,152,403.95602
153.0,153,405.363262
112.0,112,406.389077
120.0,120,407.468181
117.0,117,408.529931
110.0,110,409.561342
120.0,120,410.621853
117.0,117,411.697233
132.0,132,412.902091
127.0,127,414.055268
117.0,117,415.13693
147.0,147,416.461933
179.0,179,418.122
126.0,126,419.224933
132.0,132,420.419833
193.0,193,422.190014
133.0,133,423.420324
113.0,113,424.449556
122.0,122,425.557618
119.0,119,426.645827
125.0,125,427.803752
11.0,11,427.89686
111.0,111,428.939935
117.0,117,430.007947
149.0,149,431.36637
131.0,131,432.569738
125.0,125,433.697391
119.0,119,434.801697
120.0,120,435.913207
133.0,133,437.132289
195.0,195,438.915122
144.0,144,440.23366
163.0,163,441.717565
158.0,158,443.146861
198.0,198,444.926557
124.0,124,446.076525
129.0,129,447.259642
120.0,120,448.346028
120.0,120,449.423481
193.0,193,451.171823
116.0,116,452.213836
124.0,124,453.338299
147.0,147,454.66547
143.0,143,455.953274
