#{"t_start": 1573850470.3431365, "env_id": "CartPole-v0"}
r,l,t
200.0,200,61.167011
200.0,200,62.930168
200.0,200,64.688389
200.0,200,66.445376
200.0,200,68.209354
188.0,188,69.848018
172.0,172,71.339837
177.0,177,72.900979
200.0,200,74.677519
176.0,176,76.232908
142.0,142,77.508518
200.0,200,79.275421
177.0,177,80.834732
126.0,126,81.947953
196.0,196,83.674381
200.0,200,85.481269
188.0,188,87.148997
141.0,141,88.390529
169.0,169,89.883869
144.0,144,91.171692
148.0,148,92.451525
148.0,148,93.79791
124.0,124,94.885265
174.0,174,96.431659
138.0,138,97.627273
139.0,139,98.868302
156.0,156,100.245634
117.0,117,101.279345
123.0,123,102.376468
115.0,115,103.421213
130.0,130,104.557696
117.0,117,105.612116
117.0,117,106.644147
124.0,124,107.743338
127.0,127,108.868222
129.0,129,109.999953
129.0,129,111.125337
136.0,136,112.290752
124.0,124,113.411539
125.0,125,114.502353
124.0,124,115.618173
115.0,115,116.646709
135.0,135,117.852723
122.0,122,118.948315
127.0,127,120.079525
120.0,120,121.17439
118.0,118,122.222134
119.0,119,123.288564
110.0,110,124.26603
116.0,116,125.286559
112.0,112,126.267075
129.0,129,127.444803
124.0,124,128.559093
115.0,115,129.582708
113.0,113,130.575924
107.0,107,131.533081
113.0,113,132.538828
107.0,107,133.481892
111.0,111,134.467834
117.0,117,135.50758
124.0,124,136.612089
121.0,121,137.68542
122.0,122,138.748944
138.0,138,139.954093
113.0,113,140.947577
121.0,121,141.999856
128.0,128,143.119393
117.0,117,144.142351
122.0,122,145.193803
131.0,131,146.362489
131.0,131,147.524584
123.0,123,148.604731
122.0,122,149.679814
127.0,127,150.76794
119.0,119,151.817372
127.0,127,152.928617
126.0,126,154.053706
119.0,119,155.116889
122.0,122,156.202869
137.0,137,157.414001
142.0,142,158.66759
162.0,162,160.093493
142.0,142,161.365466
156.0,156,162.719294
150.0,150,164.052094
147.0,147,165.373389
187.0,187,167.009144
118.0,118,168.032315
163.0,163,169.442428
130.0,130,170.60166
138.0,138,171.830772
138.0,138,173.022876
197.0,197,174.768912
129.0,129,175.954482
150.0,150,177.291887
130.0,130,178.448267
156.0,156,179.825883
103.0,103,180.746387
173.0,173,182.278501
200.0,200,184.019396
113.0,113,185.020122
105.0,105,185.948208
164.0,164,187.398189
15.0,15,187.534268
103.0,103,188.441423
12.0,12,188.536987
17.0,17,188.68817
97.0,97,189.525562
121.0,121,190.604751
113.0,113,191.617175
108.0,108,192.590228
105.0,105,193.509624
116.0,116,194.51854
118.0,118,195.551138
118.0,118,196.570411
99.0,99,197.435891
111.0,111,198.416822
113.0,113,199.417905
108.0,108,200.383721
109.0,109,201.364128
119.0,119,202.38378
101.0,101,203.267537
100.0,100,204.162664
109.0,109,205.12978
111.0,111,206.102318
100.0,100,206.962172
104.0,104,207.869944
98.0,98,208.750773
102.0,102,209.650483
107.0,107,210.595028
99.0,99,211.453696
101.0,101,212.344814
104.0,104,213.269522
105.0,105,214.186748
102.0,102,215.095882
101.0,101,216.005015
112.0,112,217.008951
107.0,107,217.944716
108.0,108,218.928408
103.0,103,219.85618
109.0,109,220.82954
112.0,112,221.7994
102.0,102,222.704977
106.0,106,223.656689
111.0,111,224.657432
105.0,105,225.607014
114.0,114,226.638036
100.0,100,227.524462
110.0,110,228.47202
112.0,112,229.456645
112.0,112,230.443478
118.0,118,231.489305
108.0,108,232.456135
127.0,127,233.583378
108.0,108,234.550891
116.0,116,235.569346
105.0,105,236.509016
101.0,101,237.418154
104.0,104,238.340969
21.0,21,238.529388
106.0,106,239.477548
109.0,109,240.432492
98.0,98,241.298567
112.0,112,242.289509
103.0,103,243.197638
106.0,106,244.121326
103.0,103,245.036276
102.0,102,245.960393
100.0,100,246.847013
102.0,102,247.743324
99.0,99,248.639858
101.0,101,249.538218
104.0,104,250.440368
98.0,98,251.295785
112.0,112,252.254119
106.0,106,253.199188
104.0,104,254.126991
105.0,105,255.066098
103.0,103,255.987754
146.0,146,257.290148
96.0,96,258.147613
107.0,107,259.082153
129.0,129,260.229856
112.0,112,261.225108
124.0,124,262.314881
113.0,113,263.33879
120.0,120,264.366023
113.0,113,265.390649
159.0,159,266.814088
154.0,154,268.144983
141.0,141,269.408255
142.0,142,270.681514
140.0,140,271.916859
146.0,146,273.173973
157.0,157,274.58049
133.0,133,275.758921
145.0,145,277.070403
113.0,113,278.045807
146.0,146,279.348317
114.0,114,280.360393
180.0,180,281.932109
200.0,200,283.693364
29.0,29,283.952297
47.0,47,284.367341
127.0,127,285.486563
120.0,120,286.551204
80.0,80,287.262923
14.0,14,287.387174
195.0,195,289.130031
123.0,123,290.227962
121.0,121,291.31979
137.0,137,292.533583
134.0,134,293.752142
120.0,120,294.800811
147.0,147,296.104651
200.0,200,297.850474
159.0,159,299.254051
200.0,200,301.045104
180.0,180,302.640778
150.0,150,304.010097
126.0,126,305.124635
156.0,156,306.503891
126.0,126,307.609552
130.0,130,308.774671
133.0,133,309.953341
125.0,125,311.070144
158.0,158,312.473844
144.0,144,313.757852
152.0,152,315.098089
166.0,166,316.583009
200.0,200,318.3623
146.0,146,319.655777
143.0,143,320.931832
108.0,108,321.916606
200.0,200,323.713219
113.0,113,324.722459
136.0,136,325.932789
107.0,107,326.858212
98.0,98,327.723024
22.0,22,327.914567
112.0,112,328.929982
101.0,101,329.828865
108.0,108,330.813211
108.0,108,331.76872
18.0,18,331.926945
17.0,17,332.076514
102.0,102,332.988894
110.0,110,333.95768
105.0,105,334.899257
121.0,121,335.963697
103.0,103,336.860221
112.0,112,337.853674
109.0,109,338.805538
113.0,113,339.779327
110.0,110,340.726876
96.0,96,341.575412
101.0,101,342.469429
101.0,101,343.350991
97.0,97,344.187385
103.0,103,345.107778
21.0,21,345.298463
19.0,19,345.460367
104.0,104,346.382175
105.0,105,347.308693
18.0,18,347.473197
100.0,100,348.368659
99.0,99,349.250887
100.0,100,350.138574
16.0,16,350.281764
97.0,97,351.141594
101.0,101,352.018956
154.0,154,353.387951
162.0,162,354.829801
160.0,160,356.267036
146.0,146,357.570035
148.0,148,358.876235
180.0,180,360.469584
135.0,135,361.668613
123.0,123,362.723836
101.0,101,363.615283
126.0,126,364.724688
105.0,105,365.65254
122.0,122,366.733542
102.0,102,367.635646
124.0,124,368.737687
96.0,96,369.590972
101.0,101,370.512062
116.0,116,371.523362
100.0,100,372.386898
118.0,118,373.424894
105.0,105,374.357595
99.0,99,375.220303
96.0,96,376.073349
100.0,100,376.994518
102.0,102,377.885502
106.0,106,378.832188
114.0,114,379.813632
110.0,110,380.81122
111.0,111,381.786673
112.0,112,382.772098
154.0,154,384.145446
157.0,157,385.52586
155.0,155,386.896477
169.0,169,388.402168
156.0,156,389.813492
167.0,167,391.275864
172.0,172,392.802268
171.0,171,394.297218
192.0,192,395.972495
200.0,200,397.754445
198.0,198,399.475415
200.0,200,401.242281
161.0,161,402.707433
171.0,171,404.228122
152.0,152,405.562459
160.0,160,406.964951
136.0,136,408.141365
139.0,139,409.344788
121.0,121,410.436685
128.0,128,411.557126
126.0,126,412.674881
129.0,129,413.775524
145.0,145,415.067039
140.0,140,416.301814
171.0,171,417.807168
160.0,160,419.224061
195.0,195,420.928248
187.0,187,422.574949
151.0,151,423.91162
166.0,166,425.40022
168.0,168,426.896843
162.0,162,428.308654
200.0,200,430.081667
200.0,200,431.860343
126.0,126,432.954378
119.0,119,433.972182
128.0,128,435.112324
200.0,200,436.88143
135.0,135,438.059492
167.0,167,439.542208
116.0,116,440.580517
107.0,107,441.525876
142.0,142,442.781954
110.0,110,443.756517
