#{"t_start": 1573852759.530647, "env_id": "CartPole-v0"}
r,l,t
52.0,52,20.514431
10.0,10,20.548345
15.0,15,20.601708
22.0,22,20.680132
23.0,23,20.757268
35.0,35,20.876395
39.0,39,21.018363
21.0,21,21.085712
28.0,28,21.185303
52.0,52,21.361345
31.0,31,21.465348
17.0,17,21.531508
13.0,13,21.577011
25.0,25,21.667165
59.0,59,21.880247
42.0,42,22.028672
47.0,47,22.18391
13.0,13,22.232246
17.0,17,22.28844
32.0,32,22.391152
20.0,20,22.46057
52.0,52,22.644807
35.0,35,22.768918
72.0,72,23.017332
30.0,30,23.113335
44.0,44,23.263412
88.0,88,23.574702
38.0,38,23.707677
48.0,48,23.865754
36.0,36,23.988216
17.0,17,24.043353
38.0,38,24.177763
66.0,66,24.399314
60.0,60,24.606371
70.0,70,24.851397
72.0,72,25.101846
38.0,38,25.225422
71.0,71,25.468241
16.0,16,25.532791
19.0,19,25.58696
41.0,41,25.730317
39.0,39,25.857934
40.0,40,25.994082
88.0,88,26.290112
31.0,31,26.390691
56.0,56,26.584726
88.0,88,26.877185
89.0,89,27.177648
25.0,25,27.263288
35.0,35,27.377397
49.0,49,27.548548
57.0,57,27.742184
45.0,45,27.894453
29.0,29,27.989377
42.0,42,28.12565
19.0,19,28.192937
91.0,91,28.504695
110.0,110,28.874026
45.0,45,29.026967
38.0,38,29.160571
43.0,43,29.297952
86.0,86,29.602003
115.0,115,29.97949
68.0,68,30.210782
66.0,66,30.438965
49.0,49,30.609682
46.0,46,30.755883
113.0,113,31.145422
32.0,32,31.244657
74.0,74,31.496891
81.0,81,31.779432
73.0,73,32.03008
78.0,78,32.303182
39.0,39,32.431784
97.0,97,32.75087
155.0,155,33.288818
34.0,34,33.410612
155.0,155,33.938251
33.0,33,34.040329
40.0,40,34.174685
31.0,31,34.274732
61.0,61,34.489225
103.0,103,34.84291
21.0,21,34.910619
96.0,96,35.249283
116.0,116,35.631794
28.0,28,35.722404
103.0,103,36.075547
47.0,47,36.232728
59.0,59,36.439735
52.0,52,36.619447
164.0,164,37.169804
129.0,129,37.623906
43.0,43,37.778013
126.0,126,38.210341
83.0,83,38.494307
42.0,42,38.638618
65.0,65,38.860611
95.0,95,39.17962
80.0,80,39.448609
56.0,56,39.638884
146.0,146,40.159688
200.0,200,40.856881
129.0,129,41.27874
130.0,130,41.714002
59.0,59,41.921185
167.0,167,42.491932
104.0,104,42.829305
182.0,182,43.462726
101.0,101,43.801294
65.0,65,44.034292
91.0,91,44.362034
200.0,200,45.059514
33.0,33,45.180631
153.0,153,45.705975
171.0,171,46.276807
137.0,137,46.743573
200.0,200,47.422142
147.0,147,47.921991
131.0,131,48.370751
113.0,113,48.767771
43.0,43,48.924464
123.0,123,49.336777
66.0,66,49.549937
166.0,166,50.121836
41.0,41,50.26157
44.0,44,50.411139
128.0,128,50.835583
74.0,74,51.092514
200.0,200,51.786235
118.0,118,52.193736
160.0,160,52.74048
127.0,127,53.173716
28.0,28,53.275122
200.0,200,53.960913
200.0,200,54.648056
154.0,154,55.183266
200.0,200,55.898695
139.0,139,56.372434
186.0,186,57.004176
133.0,133,57.46487
139.0,139,57.941379
167.0,167,58.51539
120.0,120,58.930696
63.0,63,59.145298
119.0,119,59.55522
99.0,99,59.887991
101.0,101,60.231567
172.0,172,60.81018
71.0,71,61.050122
115.0,115,61.440251
172.0,172,62.026346
126.0,126,62.451592
39.0,39,62.584591
45.0,45,62.732792
159.0,159,63.271027
71.0,71,63.50965
119.0,119,63.902259
70.0,70,64.147019
25.0,25,64.234648
95.0,95,64.557149
56.0,56,64.756641
177.0,177,65.373472
55.0,55,65.568949
55.0,55,65.767704
135.0,135,66.231559
200.0,200,66.925449
107.0,107,67.281177
107.0,107,67.66421
173.0,173,68.24989
162.0,162,68.804114
39.0,39,68.941545
16.0,16,68.988665
82.0,82,69.268816
24.0,24,69.35911
35.0,35,69.475007
189.0,189,70.134562
164.0,164,70.700531
149.0,149,71.194746
125.0,125,71.639585
33.0,33,71.75919
16.0,16,71.812196
26.0,26,71.900436
99.0,99,72.240809
79.0,79,72.509685
142.0,142,73.002523
79.0,79,73.266266
65.0,65,73.481708
16.0,16,73.532687
175.0,175,74.134314
81.0,81,74.409551
14.0,14,74.453886
58.0,58,74.656808
34.0,34,74.773377
28.0,28,74.87115
120.0,120,75.292525
83.0,83,75.582514
141.0,141,76.058188
100.0,100,76.39825
138.0,138,76.902104
97.0,97,77.219522
88.0,88,77.531756
106.0,106,77.904773
111.0,111,78.303501
97.0,97,78.628597
200.0,200,79.33162
32.0,32,79.439749
27.0,27,79.530873
32.0,32,79.636376
72.0,72,79.88015
29.0,29,79.977066
66.0,66,80.210371
56.0,56,80.396661
200.0,200,81.092706
19.0,19,81.164958
49.0,49,81.331254
36.0,36,81.456339
46.0,46,81.616242
68.0,68,81.849653
35.0,35,81.964543
86.0,86,82.255786
40.0,40,82.396744
43.0,43,82.557562
117.0,117,82.959585
104.0,104,83.312529
143.0,143,83.791745
183.0,183,84.435708
60.0,60,84.638533
41.0,41,84.786563
38.0,38,84.921157
51.0,51,85.089614
69.0,69,85.327308
101.0,101,85.673546
100.0,100,86.013816
37.0,37,86.141556
62.0,62,86.35657
148.0,148,86.876395
88.0,88,87.170067
120.0,120,87.59964
83.0,83,87.894107
157.0,157,88.438228
41.0,41,88.582636
200.0,200,89.269504
101.0,101,89.621216
48.0,48,89.783304
74.0,74,90.025588
87.0,87,90.333539
150.0,150,90.84861
92.0,92,91.175438
40.0,40,91.306079
81.0,81,91.580215
29.0,29,91.690187
200.0,200,92.372431
24.0,24,92.451097
101.0,101,92.803566
61.0,61,93.012947
123.0,123,93.435159
55.0,55,93.616643
76.0,76,93.86172
90.0,90,94.170627
75.0,75,94.437679
106.0,106,94.794417
115.0,115,95.195041
47.0,47,95.353829
12.0,12,95.400162
34.0,34,95.520657
103.0,103,95.877148
79.0,79,96.148776
166.0,166,96.700531
162.0,162,97.233018
23.0,23,97.308807
55.0,55,97.49389
82.0,82,97.788876
54.0,54,97.96805
200.0,200,98.641115
160.0,160,99.194865
107.0,107,99.56934
148.0,148,100.068347
72.0,72,100.320652
79.0,79,100.590462
94.0,94,100.914795
134.0,134,101.376184
182.0,182,102.002107
73.0,73,102.254411
117.0,117,102.682321
125.0,125,103.110211
57.0,57,103.312205
200.0,200,103.984625
119.0,119,104.402213
83.0,83,104.686084
77.0,77,104.95865
92.0,92,105.259813
79.0,79,105.535056
20.0,20,105.60719
32.0,32,105.719323
107.0,107,106.099313
161.0,161,106.661747
30.0,30,106.771095
106.0,106,107.139818
104.0,104,107.480969
117.0,117,107.873727
17.0,17,107.934739
17.0,17,107.993712
84.0,84,108.286967
116.0,116,108.663623
109.0,109,109.029081
30.0,30,109.132838
105.0,105,109.502237
161.0,161,110.051112
63.0,63,110.265567
78.0,78,110.533962
141.0,141,111.001445
132.0,132,111.453553
45.0,45,111.611606
53.0,53,111.796821
149.0,149,112.293761
126.0,126,112.744811
35.0,35,112.869905
16.0,16,112.921497
95.0,95,113.242086
30.0,30,113.351205
19.0,19,113.416782
75.0,75,113.678189
175.0,175,114.287316
128.0,128,114.725753
130.0,130,115.160636
11.0,11,115.19871
139.0,139,115.666756
94.0,94,115.997435
146.0,146,116.495177
73.0,73,116.756295
119.0,119,117.166771
61.0,61,117.368345
50.0,50,117.543712
159.0,159,118.079899
76.0,76,118.349381
97.0,97,118.672384
103.0,103,119.028539
69.0,69,119.274646
97.0,97,119.613905
55.0,55,119.805921
185.0,185,120.448502
139.0,139,120.913342
150.0,150,121.433743
65.0,65,121.657791
99.0,99,122.001895
27.0,27,122.085841
71.0,71,122.323703
106.0,106,122.688036
75.0,75,122.938298
159.0,159,123.480965
58.0,58,123.680834
47.0,47,123.832319
89.0,89,124.141266
101.0,101,124.491815
37.0,37,124.633284
89.0,89,124.931146
57.0,57,125.123676
128.0,128,125.556685
55.0,55,125.74897
52.0,52,125.927674
130.0,130,126.372725
43.0,43,126.521447
108.0,108,126.899316
38.0,38,127.031092
103.0,103,127.385753
171.0,171,127.981569
62.0,62,128.191618
46.0,46,128.348021
144.0,144,128.822406
57.0,57,129.012928
75.0,75,129.273898
94.0,94,129.597572
120.0,120,130.000948
112.0,112,130.383252
128.0,128,130.803495
28.0,28,130.90141
17.0,17,130.959346
130.0,130,131.393769
38.0,38,131.526671
144.0,144,132.020709
54.0,54,132.211209
156.0,156,132.731533
17.0,17,132.796253
164.0,164,133.361587
25.0,25,133.441306
58.0,58,133.639148
18.0,18,133.703358
70.0,70,133.947614
126.0,126,134.383625
113.0,113,134.76655
102.0,102,135.115896
45.0,45,135.274284
140.0,140,135.749815
89.0,89,136.05809
80.0,80,136.325661
120.0,120,136.734439
101.0,101,137.076938
76.0,76,137.333663
81.0,81,137.611386
150.0,150,138.123514
63.0,63,138.336401
69.0,69,138.575025
45.0,45,138.719684
30.0,30,138.822175
86.0,86,139.107339
115.0,115,139.507787
81.0,81,139.782028
130.0,130,140.245021
85.0,85,140.537258
163.0,163,141.09286
109.0,109,141.457787
51.0,51,141.631306
54.0,54,141.808583
52.0,52,141.980669
76.0,76,142.236996
159.0,159,142.764172
71.0,71,143.014596
36.0,36,143.134137
39.0,39,143.274773
58.0,58,143.467849
28.0,28,143.558557
58.0,58,143.762486
78.0,78,144.024804
42.0,42,144.167784
65.0,65,144.398509
49.0,49,144.568097
71.0,71,144.812199
103.0,103,145.146756
43.0,43,145.293151
151.0,151,145.803026
59.0,59,146.014821
63.0,63,146.234646
28.0,28,146.330261
71.0,71,146.576084
93.0,93,146.895598
43.0,43,147.049982
91.0,91,147.363233
42.0,42,147.500254
52.0,52,147.686342
73.0,73,147.93036
87.0,87,148.23067
36.0,36,148.355474
113.0,113,148.747746
68.0,68,148.968016
130.0,130,149.401672
44.0,44,149.551308
41.0,41,149.690156
43.0,43,149.84006
41.0,41,149.981882
138.0,138,150.455724
27.0,27,150.548131
53.0,53,150.732342
44.0,44,150.871356
35.0,35,150.984833
22.0,22,151.065315
124.0,124,151.479247
43.0,43,151.625835
87.0,87,151.930728
29.0,29,152.024004
43.0,43,152.183547
116.0,116,152.587265
43.0,43,152.732939
53.0,53,152.90681
52.0,52,153.086355
47.0,47,153.242421
44.0,44,153.399087
55.0,55,153.580529
67.0,67,153.802624
41.0,41,153.951021
67.0,67,154.177421
42.0,42,154.309956
42.0,42,154.465779
46.0,46,154.616892
32.0,32,154.717013
53.0,53,154.894916
58.0,58,155.097725
50.0,50,155.275874
57.0,57,155.466343
60.0,60,155.670853
31.0,31,155.784319
17.0,17,155.848077
55.0,55,156.046048
30.0,30,156.144095
21.0,21,156.211819
44.0,44,156.36617
71.0,71,156.629488
56.0,56,156.822661
52.0,52,156.994063
53.0,53,157.169275
34.0,34,157.284218
129.0,129,157.732043
44.0,44,157.882191
50.0,50,158.052975
41.0,41,158.19928
28.0,28,158.290814
26.0,26,158.378576
46.0,46,158.542834
20.0,20,158.614524
22.0,22,158.683197
37.0,37,158.80385
17.0,17,158.872388
50.0,50,159.046618
53.0,53,159.22449
76.0,76,159.485864
55.0,55,159.67787
107.0,107,160.036914
72.0,72,160.273785
81.0,81,160.558235
71.0,71,160.806556
77.0,77,161.066966
32.0,32,161.183144
54.0,54,161.359979
37.0,37,161.492258
80.0,80,161.76615
61.0,61,161.977739
84.0,84,162.271725
65.0,65,162.504759
200.0,200,163.193584
30.0,30,163.295064
27.0,27,163.389273
95.0,95,163.721107
73.0,73,163.978713
106.0,106,164.342048
31.0,31,164.438578
31.0,31,164.547496
152.0,152,165.070322
52.0,52,165.247261
52.0,52,165.440717
58.0,58,165.640688
135.0,135,166.102491
99.0,99,166.445111
126.0,126,166.867781
62.0,62,167.082555
26.0,26,167.173225
20.0,20,167.244433
53.0,53,167.417217
36.0,36,167.549144
98.0,98,167.886499
23.0,23,167.96532
112.0,112,168.357944
111.0,111,168.742184
23.0,23,168.824344
64.0,64,169.055691
154.0,154,169.592865
50.0,50,169.772336
18.0,18,169.836239
110.0,110,170.207271
182.0,182,170.825081
99.0,99,171.147541
51.0,51,171.327338
35.0,35,171.444592
123.0,123,171.863327
200.0,200,172.570298
30.0,30,172.670262
127.0,127,173.100046
40.0,40,173.235106
140.0,140,173.714034
