#{"t_start": 1573850924.6490912, "env_id": "CartPole-v0"}
r,l,t
121.0,121,151.204115
118.0,118,152.240559
122.0,122,153.315634
109.0,109,154.289976
106.0,106,155.255965
95.0,95,156.110065
120.0,120,157.174094
107.0,107,158.133882
141.0,141,159.390542
130.0,130,160.579776
123.0,123,161.671329
147.0,147,162.994117
113.0,113,163.985427
154.0,154,165.358401
124.0,124,166.47686
120.0,120,167.551578
129.0,129,168.67886
110.0,110,169.660985
130.0,130,170.815234
119.0,119,171.884886
139.0,139,173.139419
120.0,120,174.186936
183.0,183,175.809726
141.0,141,177.049155
151.0,151,178.387844
115.0,115,179.420885
155.0,155,180.790869
200.0,200,182.585091
200.0,200,184.374869
200.0,200,186.174496
192.0,192,187.85546
176.0,176,189.426868
200.0,200,191.210961
200.0,200,192.995408
200.0,200,194.778698
200.0,200,196.534875
200.0,200,198.332251
147.0,147,199.640042
140.0,140,200.911693
147.0,147,202.206375
200.0,200,203.953677
200.0,200,205.731112
200.0,200,207.492571
200.0,200,209.278531
107.0,107,210.240445
200.0,200,212.026183
164.0,164,213.467722
200.0,200,215.277531
173.0,173,216.83797
200.0,200,218.647846
187.0,187,220.320586
200.0,200,222.110053
120.0,120,223.188847
200.0,200,224.966751
200.0,200,226.763165
127.0,127,227.885212
146.0,146,229.161717
200.0,200,230.923406
200.0,200,232.708894
200.0,200,234.479043
89.0,89,235.245284
200.0,200,237.042926
200.0,200,238.796828
192.0,192,240.518977
148.0,148,241.840932
141.0,141,243.093781
111.0,111,244.065243
171.0,171,245.595876
139.0,139,246.833623
165.0,165,248.327373
162.0,162,249.762429
143.0,143,251.042564
187.0,187,252.696498
169.0,169,254.213112
173.0,173,255.769619
187.0,187,257.429974
200.0,200,259.24158
200.0,200,261.028113
200.0,200,262.81224
200.0,200,264.600838
200.0,200,266.394769
186.0,186,268.078646
26.0,26,268.315957
168.0,168,269.824954
200.0,200,271.637748
200.0,200,273.394302
167.0,167,274.913528
189.0,189,276.601624
163.0,163,278.031995
185.0,185,279.640916
156.0,156,281.033536
152.0,152,282.395516
200.0,200,284.170645
199.0,199,285.928195
175.0,175,287.495157
200.0,200,289.255476
178.0,178,290.839643
165.0,165,292.289323
170.0,170,293.777633
163.0,163,295.232355
158.0,158,296.652591
179.0,179,298.26181
166.0,166,299.746962
145.0,145,301.068747
162.0,162,302.499272
160.0,160,303.915219
164.0,164,305.385101
165.0,165,306.876082
183.0,183,308.523658
148.0,148,309.824753
164.0,164,311.284688
160.0,160,312.72194
125.0,125,313.856094
126.0,126,315.003031
113.0,113,315.998593
200.0,200,317.77374
171.0,171,319.291311
167.0,167,320.782702
143.0,143,322.091575
167.0,167,323.55386
191.0,191,325.264833
116.0,116,326.314345
195.0,195,328.055541
165.0,165,329.536768
155.0,155,330.938305
138.0,138,332.17552
195.0,195,333.934539
200.0,200,335.708363
113.0,113,336.72787
149.0,149,338.072978
200.0,200,339.856487
200.0,200,341.646118
173.0,173,343.192071
107.0,107,344.159017
21.0,21,344.348229
121.0,121,345.429328
144.0,144,346.72634
165.0,165,348.241552
109.0,109,349.203016
153.0,153,350.560785
124.0,124,351.679808
19.0,19,351.847374
170.0,170,353.37551
126.0,126,354.509729
118.0,118,355.592479
111.0,111,356.587851
97.0,97,357.458355
113.0,113,358.45695
113.0,113,359.454582
122.0,122,360.531309
112.0,112,361.525346
118.0,118,362.596038
22.0,22,362.792089
114.0,114,363.815452
114.0,114,364.824334
114.0,114,365.849964
109.0,109,366.788802
111.0,111,367.791803
126.0,126,368.910586
124.0,124,370.01462
120.0,120,371.099683
112.0,112,372.068157
154.0,154,373.456425
133.0,133,374.628009
136.0,136,375.827865
137.0,137,377.069343
128.0,128,378.224369
140.0,140,379.493593
130.0,130,380.627104
140.0,140,381.884586
160.0,160,383.323025
124.0,124,384.436146
160.0,160,385.881419
142.0,142,387.174454
149.0,149,388.502728
136.0,136,389.730573
135.0,135,390.968091
112.0,112,391.988851
106.0,106,392.921342
111.0,111,393.879759
163.0,163,395.360531
171.0,171,396.872001
24.0,24,397.087319
120.0,120,398.182888
200.0,200,399.969914
16.0,16,400.115981
111.0,111,401.084503
162.0,162,402.529453
119.0,119,403.605976
13.0,13,403.719294
156.0,156,405.108743
18.0,18,405.263072
14.0,14,405.383658
15.0,15,405.521921
16.0,16,405.66421
179.0,179,407.25276
125.0,125,408.354074
111.0,111,409.346214
157.0,157,410.763391
124.0,124,411.893637
135.0,135,413.119379
100.0,100,414.003534
15.0,15,414.138751
123.0,123,415.252326
57.0,57,415.767952
13.0,13,415.880682
29.0,29,416.13166
20.0,20,416.299574
109.0,109,417.28618
124.0,124,418.41152
148.0,148,419.768182
107.0,107,420.72294
16.0,16,420.865838
158.0,158,422.301442
104.0,104,423.242326
108.0,108,424.227517
167.0,167,425.735649
167.0,167,427.231739
149.0,149,428.589974
155.0,155,429.976126
152.0,152,431.330148
126.0,126,432.453887
155.0,155,433.850617
136.0,136,435.05941
12.0,12,435.158595
136.0,136,436.364608
127.0,127,437.473751
146.0,146,438.76901
164.0,164,440.237129
174.0,174,441.815222
161.0,161,443.238429
123.0,123,444.328358
121.0,121,445.402492
190.0,190,447.128104
