#{"t_start": 1573852943.4420896, "env_id": "CartPole-v0"}
r,l,t
10.0,10,12.883785
12.0,12,12.922181
38.0,38,13.04988
17.0,17,13.106248
12.0,12,13.15613
14.0,14,13.199821
27.0,27,13.293432
12.0,12,13.33652
19.0,19,13.399295
18.0,18,13.467684
14.0,14,13.51224
16.0,16,13.570521
25.0,25,13.654239
18.0,18,13.712018
15.0,15,13.765403
25.0,25,13.860236
31.0,31,13.965844
11.0,11,14.007116
35.0,35,14.117115
29.0,29,14.206621
23.0,23,14.283594
12.0,12,14.32172
15.0,15,14.372877
26.0,26,14.458599
24.0,24,14.535725
29.0,29,14.639111
16.0,16,14.690865
34.0,34,14.81722
28.0,28,14.916785
13.0,13,14.955937
13.0,13,15.008885
25.0,25,15.106849
15.0,15,15.157475
45.0,45,15.314699
11.0,11,15.351976
26.0,26,15.440176
13.0,13,15.489612
37.0,37,15.613158
9.0,9,15.647842
12.0,12,15.696649
15.0,15,15.753809
19.0,19,15.815574
53.0,53,16.00324
49.0,49,16.181209
12.0,12,16.218441
14.0,14,16.269549
14.0,14,16.316157
21.0,21,16.381888
22.0,22,16.457658
13.0,13,16.500731
35.0,35,16.609709
57.0,57,16.808439
16.0,16,16.870543
17.0,17,16.930474
26.0,26,17.020884
13.0,13,17.067399
36.0,36,17.188579
22.0,22,17.270401
29.0,29,17.360757
64.0,64,17.584227
23.0,23,17.65791
23.0,23,17.736105
21.0,21,17.806861
26.0,26,17.897972
25.0,25,17.977325
36.0,36,18.100563
14.0,14,18.148544
17.0,17,18.209961
27.0,27,18.297915
27.0,27,18.396443
24.0,24,18.480283
39.0,39,18.607895
29.0,29,18.708074
16.0,16,18.761998
16.0,16,18.826635
19.0,19,18.886167
33.0,33,19.002043
19.0,19,19.068067
17.0,17,19.124443
66.0,66,19.350074
19.0,19,19.415001
56.0,56,19.602969
28.0,28,19.706291
14.0,14,19.758663
24.0,24,19.840102
31.0,31,19.943954
65.0,65,20.162765
15.0,15,20.212431
48.0,48,20.37038
42.0,42,20.514153
49.0,49,20.688503
24.0,24,20.764514
34.0,34,20.887748
52.0,52,21.0675
27.0,27,21.153973
30.0,30,21.259593
70.0,70,21.498992
40.0,40,21.635384
19.0,19,21.704941
11.0,11,21.73997
49.0,49,21.91415
50.0,50,22.089907
29.0,29,22.193159
52.0,52,22.376809
84.0,84,22.668278
38.0,38,22.794113
50.0,50,22.960378
25.0,25,23.042524
24.0,24,23.121888
49.0,49,23.291065
30.0,30,23.394814
98.0,98,23.745164
39.0,39,23.875232
51.0,51,24.049261
56.0,56,24.242836
42.0,42,24.386835
36.0,36,24.514246
51.0,51,24.698888
46.0,46,24.853247
41.0,41,24.98945
73.0,73,25.242422
82.0,82,25.517002
23.0,23,25.59527
38.0,38,25.721298
200.0,200,26.403941
36.0,36,26.533237
60.0,60,26.741231
26.0,26,26.831357
67.0,67,27.051582
30.0,30,27.152371
40.0,40,27.293
135.0,135,27.758146
93.0,93,28.082977
33.0,33,28.189182
17.0,17,28.251347
95.0,95,28.574933
50.0,50,28.75537
29.0,29,28.852069
43.0,43,28.99919
128.0,128,29.424032
50.0,50,29.597136
26.0,26,29.681691
52.0,52,29.85585
35.0,35,29.971222
44.0,44,30.127485
50.0,50,30.298242
55.0,55,30.480543
28.0,28,30.573692
66.0,66,30.788953
25.0,25,30.882473
41.0,41,31.020209
36.0,36,31.147268
65.0,65,31.373717
69.0,69,31.605474
57.0,57,31.797019
104.0,104,32.161598
41.0,41,32.294976
32.0,32,32.401366
50.0,50,32.566262
157.0,157,33.093439
55.0,55,33.269314
62.0,62,33.487621
45.0,45,33.642554
61.0,61,33.852428
63.0,63,34.059986
43.0,43,34.209118
13.0,13,34.254985
98.0,98,34.582361
38.0,38,34.714031
63.0,63,34.926351
64.0,64,35.141537
27.0,27,35.233901
34.0,34,35.349033
94.0,94,35.685048
82.0,82,35.966472
110.0,110,36.332206
127.0,127,36.764211
114.0,114,37.163276
85.0,85,37.4567
57.0,57,37.647069
22.0,22,37.723854
67.0,67,37.951953
59.0,59,38.1406
49.0,49,38.307976
115.0,115,38.703559
26.0,26,38.789507
65.0,65,39.004128
17.0,17,39.055682
111.0,111,39.434062
95.0,95,39.746423
161.0,161,40.305048
95.0,95,40.642481
101.0,101,40.99614
83.0,83,41.266041
125.0,125,41.687177
82.0,82,41.968166
58.0,58,42.162559
74.0,74,42.409871
128.0,128,42.859294
66.0,66,43.072978
20.0,20,43.138607
65.0,65,43.377914
52.0,52,43.563348
80.0,80,43.838594
87.0,87,44.137089
23.0,23,44.214859
81.0,81,44.505892
28.0,28,44.591301
143.0,143,45.074879
39.0,39,45.210579
147.0,147,45.699777
63.0,63,45.927402
35.0,35,46.049696
98.0,98,46.384665
22.0,22,46.464872
39.0,39,46.597851
85.0,85,46.878561
42.0,42,47.026261
111.0,111,47.413566
127.0,127,47.846971
104.0,104,48.20495
40.0,40,48.338003
36.0,36,48.465217
43.0,43,48.612572
89.0,89,48.916934
64.0,64,49.136856
31.0,31,49.238631
36.0,36,49.365082
52.0,52,49.541674
135.0,135,50.00725
62.0,62,50.220087
84.0,84,50.511692
32.0,32,50.613199
99.0,99,50.947585
112.0,112,51.329509
75.0,75,51.593043
91.0,91,51.889881
90.0,90,52.194485
78.0,78,52.465551
36.0,36,52.583351
26.0,26,52.675189
20.0,20,52.746791
47.0,47,52.921534
25.0,25,53.002511
57.0,57,53.201784
91.0,91,53.509656
105.0,105,53.880046
174.0,174,54.487489
87.0,87,54.788027
99.0,99,55.122061
71.0,71,55.379061
72.0,72,55.631189
40.0,40,55.770834
50.0,50,55.947986
191.0,191,56.585423
154.0,154,57.108735
35.0,35,57.226964
116.0,116,57.621796
120.0,120,58.043326
83.0,83,58.332098
98.0,98,58.651295
48.0,48,58.823382
22.0,22,58.899964
100.0,100,59.243732
102.0,102,59.595512
156.0,156,60.110107
75.0,75,60.368603
77.0,77,60.618682
67.0,67,60.856266
51.0,51,61.034419
72.0,72,61.270832
98.0,98,61.609051
99.0,99,61.946518
110.0,110,62.321225
200.0,200,63.001997
88.0,88,63.305602
100.0,100,63.657255
117.0,117,64.057951
115.0,115,64.446629
83.0,83,64.703797
49.0,49,64.872154
46.0,46,65.027664
138.0,138,65.509335
40.0,40,65.653942
26.0,26,65.743322
147.0,147,66.269658
130.0,130,66.714332
39.0,39,66.843383
47.0,47,67.010042
36.0,36,67.141475
70.0,70,67.388236
111.0,111,67.774231
200.0,200,68.482235
143.0,143,68.985435
95.0,95,69.302234
34.0,34,69.415734
119.0,119,69.822145
55.0,55,70.008226
47.0,47,70.167906
20.0,20,70.235168
126.0,126,70.657073
115.0,115,71.05528
15.0,15,71.109385
141.0,141,71.599566
45.0,45,71.746956
27.0,27,71.83708
18.0,18,71.895023
114.0,114,72.289926
36.0,36,72.417522
42.0,42,72.562419
27.0,27,72.64797
51.0,51,72.813099
12.0,12,72.85806
111.0,111,73.237129
145.0,145,73.743165
150.0,150,74.261577
40.0,40,74.400906
34.0,34,74.513952
19.0,19,74.566908
43.0,43,74.714159
42.0,42,74.853622
23.0,23,74.938616
59.0,59,75.142673
26.0,26,75.225394
22.0,22,75.294774
163.0,163,75.867514
21.0,21,75.939913
60.0,60,76.152083
32.0,32,76.267734
120.0,120,76.686631
16.0,16,76.743606
28.0,28,76.832115
24.0,24,76.918289
149.0,149,77.413581
38.0,38,77.542728
17.0,17,77.592776
107.0,107,77.958267
200.0,200,78.647695
137.0,137,79.139863
20.0,20,79.206111
72.0,72,79.44777
86.0,86,79.730705
57.0,57,79.927423
105.0,105,80.300267
62.0,62,80.509409
30.0,30,80.61155
120.0,120,81.022799
26.0,26,81.117645
91.0,91,81.433643
189.0,189,82.10423
68.0,68,82.337871
55.0,55,82.531365
135.0,135,82.990321
81.0,81,83.255573
200.0,200,83.965137
82.0,82,84.248832
113.0,113,84.636553
139.0,139,85.12771
131.0,131,85.568697
125.0,125,86.002482
62.0,62,86.226202
51.0,51,86.403298
147.0,147,86.89474
35.0,35,87.012515
82.0,82,87.292438
138.0,138,87.756753
68.0,68,87.992378
43.0,43,88.130776
167.0,167,88.718739
24.0,24,88.80671
62.0,62,89.009872
34.0,34,89.124382
48.0,48,89.289155
40.0,40,89.425783
28.0,28,89.521595
178.0,178,90.157231
141.0,141,90.632085
27.0,27,90.708175
84.0,84,90.996878
54.0,54,91.175032
133.0,133,91.627831
183.0,183,92.255145
38.0,38,92.396099
124.0,124,92.826954
44.0,44,92.984769
32.0,32,93.105528
160.0,160,93.659668
109.0,109,94.017876
139.0,139,94.491586
57.0,57,94.6785
35.0,35,94.795957
129.0,129,95.218621
55.0,55,95.393114
50.0,50,95.56332
47.0,47,95.727813
18.0,18,95.780895
79.0,79,96.044052
13.0,13,96.090207
49.0,49,96.260583
18.0,18,96.322558
76.0,76,96.582042
116.0,116,96.987225
35.0,35,97.102364
19.0,19,97.161252
27.0,27,97.2625
38.0,38,97.391938
23.0,23,97.468979
38.0,38,97.598483
32.0,32,97.698335
39.0,39,97.830002
20.0,20,97.90862
59.0,59,98.117083
28.0,28,98.212941
16.0,16,98.265302
107.0,107,98.638837
129.0,129,99.080764
43.0,43,99.224383
28.0,28,99.320281
63.0,63,99.534273
31.0,31,99.637608
103.0,103,99.977509
90.0,90,100.28907
50.0,50,100.469192
75.0,75,100.717517
174.0,174,101.319241
200.0,200,101.980722
102.0,102,102.330999
197.0,197,103.00589
23.0,23,103.084808
83.0,83,103.360698
103.0,103,103.724761
23.0,23,103.798501
27.0,27,103.896165
46.0,46,104.055505
56.0,56,104.249877
47.0,47,104.412213
28.0,28,104.512287
135.0,135,104.968843
89.0,89,105.279225
50.0,50,105.449659
14.0,14,105.502234
38.0,38,105.632327
77.0,77,105.904284
80.0,80,106.179354
47.0,47,106.330711
49.0,49,106.506127
17.0,17,106.559897
88.0,88,106.859033
25.0,25,106.94767
15.0,15,107.000053
20.0,20,107.062073
40.0,40,107.201944
58.0,58,107.397941
133.0,133,107.82923
34.0,34,107.95081
28.0,28,108.042321
61.0,61,108.249319
13.0,13,108.287106
17.0,17,108.345338
65.0,65,108.578501
15.0,15,108.628914
72.0,72,108.873807
87.0,87,109.16815
30.0,30,109.268793
20.0,20,109.333891
14.0,14,109.37978
117.0,117,109.780924
86.0,86,110.070867
38.0,38,110.194101
93.0,93,110.533255
40.0,40,110.665599
23.0,23,110.742978
177.0,177,111.363475
169.0,169,111.949426
14.0,14,111.997551
112.0,112,112.384945
39.0,39,112.514617
174.0,174,113.115193
86.0,86,113.404927
189.0,189,114.062489
26.0,26,114.151802
21.0,21,114.228924
103.0,103,114.584452
21.0,21,114.650934
77.0,77,114.906913
29.0,29,115.005667
124.0,124,115.435855
47.0,47,115.604691
52.0,52,115.790943
30.0,30,115.888824
129.0,129,116.338857
97.0,97,116.684078
63.0,63,116.889372
102.0,102,117.242783
119.0,119,117.654865
119.0,119,118.062639
17.0,17,118.122698
56.0,56,118.317422
124.0,124,118.73593
23.0,23,118.808182
104.0,104,119.161959
73.0,73,119.414748
41.0,41,119.543589
114.0,114,119.932317
101.0,101,120.276463
56.0,56,120.456024
37.0,37,120.589026
70.0,70,120.822309
149.0,149,121.327267
89.0,89,121.63227
116.0,116,122.023837
117.0,117,122.423685
21.0,21,122.499484
25.0,25,122.591568
43.0,43,122.741684
141.0,141,123.224557
122.0,122,123.654408
200.0,200,124.330935
69.0,69,124.565741
15.0,15,124.627102
43.0,43,124.77299
15.0,15,124.825471
90.0,90,125.142659
24.0,24,125.220398
200.0,200,125.914226
115.0,115,126.316236
87.0,87,126.609892
35.0,35,126.723978
68.0,68,126.950435
124.0,124,127.380687
122.0,122,127.805539
47.0,47,127.976633
104.0,104,128.331042
115.0,115,128.7362
84.0,84,129.017836
48.0,48,129.181415
70.0,70,129.426625
58.0,58,129.620397
20.0,20,129.694487
27.0,27,129.781663
35.0,35,129.900569
78.0,78,130.172405
148.0,148,130.666133
103.0,103,131.022327
65.0,65,131.240473
24.0,24,131.32344
36.0,36,131.449713
71.0,71,131.691413
61.0,61,131.891548
127.0,127,132.327849
52.0,52,132.510384
77.0,77,132.784734
159.0,159,133.315992
25.0,25,133.397503
106.0,106,133.770793
29.0,29,133.868646
16.0,16,133.924412
70.0,70,134.184254
77.0,77,134.4501
19.0,19,134.517455
166.0,166,135.075777
75.0,75,135.342555
111.0,111,135.720914
31.0,31,135.823348
40.0,40,135.963167
34.0,34,136.07907
118.0,118,136.487305
190.0,190,137.141745
101.0,101,137.495129
62.0,62,137.700135
54.0,54,137.885749
132.0,132,138.343387
16.0,16,138.396265
50.0,50,138.575722
69.0,69,138.817518
140.0,140,139.309992
115.0,115,139.709792
149.0,149,140.218052
77.0,77,140.478755
159.0,159,141.0232
63.0,63,141.232157
200.0,200,141.918394
29.0,29,142.015886
136.0,136,142.485804
46.0,46,142.636281
117.0,117,143.039178
50.0,50,143.203297
64.0,64,143.424964
46.0,46,143.575358
14.0,14,143.625182
23.0,23,143.701313
135.0,135,144.161039
45.0,45,144.315521
22.0,22,144.398103
79.0,79,144.661575
93.0,93,144.991727
180.0,180,145.603953
69.0,69,145.841313
13.0,13,145.879853
57.0,57,146.082505
52.0,52,146.254259
78.0,78,146.521978
134.0,134,146.991797
30.0,30,147.095622
59.0,59,147.296924
186.0,186,147.930775
140.0,140,148.413441
122.0,122,148.817282
196.0,196,149.49402
136.0,136,149.953234
96.0,96,150.285153
65.0,65,150.502958
19.0,19,150.565521
47.0,47,150.738939
35.0,35,150.855032
16.0,16,150.898798
73.0,73,151.144611
57.0,57,151.340239
51.0,51,151.516955
175.0,175,152.124143
83.0,83,152.405737
28.0,28,152.49843
25.0,25,152.58164
75.0,75,152.841628
126.0,126,153.269711
55.0,55,153.458199
29.0,29,153.560559
79.0,79,153.844064
105.0,105,154.203848
200.0,200,154.886045
47.0,47,155.056524
64.0,64,155.254782
22.0,22,155.337656
106.0,106,155.697322
32.0,32,155.806769
92.0,92,156.132884
28.0,28,156.220528
94.0,94,156.541106
173.0,173,157.14227
53.0,53,157.312509
29.0,29,157.413063
113.0,113,157.803862
154.0,154,158.345037
43.0,43,158.488826
65.0,65,158.707431
78.0,78,158.983184
95.0,95,159.319661
42.0,42,159.46742
135.0,135,159.934597
69.0,69,160.167801
37.0,37,160.295173
38.0,38,160.432967
31.0,31,160.539896
32.0,32,160.647201
74.0,74,160.890495
85.0,85,161.186383
73.0,73,161.444833
126.0,126,161.859611
116.0,116,162.257077
49.0,49,162.426803
51.0,51,162.595174
53.0,53,162.782711
86.0,86,163.068715
96.0,96,163.402046
73.0,73,163.660483
200.0,200,164.341069
102.0,102,164.684591
52.0,52,164.867492
69.0,69,165.108839
115.0,115,165.498066
35.0,35,165.615864
145.0,145,166.111593
36.0,36,166.235088
62.0,62,166.446266
165.0,165,167.01858
124.0,124,167.444778
86.0,86,167.750979
43.0,43,167.903558
25.0,25,167.986882
123.0,123,168.422263
200.0,200,169.121455
77.0,77,169.39752
101.0,101,169.752832
107.0,107,170.110396
127.0,127,170.543147
68.0,68,170.760752
141.0,141,171.267421
118.0,118,171.671096
87.0,87,171.986937
51.0,51,172.156203
91.0,91,172.455882
82.0,82,172.738812
200.0,200,173.441481
