#{"t_start": 1573851839.0237145, "env_id": "CartPole-v0"}
r,l,t
111.0,111,241.373688
117.0,117,242.415547
113.0,113,243.421005
112.0,112,244.427122
125.0,125,245.541785
116.0,116,246.578825
117.0,117,247.615827
147.0,147,248.872957
101.0,101,249.738107
101.0,101,250.634988
97.0,97,251.486985
113.0,113,252.526711
106.0,106,253.457517
111.0,111,254.422653
112.0,112,255.444157
24.0,24,255.666389
29.0,29,255.91791
99.0,99,256.794936
110.0,110,257.76929
113.0,113,258.751485
109.0,109,259.70446
108.0,108,260.675651
132.0,132,261.860166
107.0,107,262.796445
127.0,127,263.928953
127.0,127,265.049727
127.0,127,266.165285
171.0,171,267.683416
158.0,158,269.103484
115.0,115,270.148945
112.0,112,271.152419
142.0,142,272.395542
131.0,131,273.563953
133.0,133,274.716325
129.0,129,275.848954
134.0,134,277.002922
133.0,133,278.171796
153.0,153,279.523538
136.0,136,280.705035
121.0,121,281.756571
132.0,132,282.922762
103.0,103,283.81455
142.0,142,285.087071
106.0,106,286.045449
102.0,102,286.946213
32.0,32,287.231518
109.0,109,288.193438
96.0,96,289.048016
97.0,97,289.929617
141.0,141,291.187093
22.0,22,291.377197
18.0,18,291.533714
106.0,106,292.478489
117.0,117,293.531643
23.0,23,293.73905
114.0,114,294.755679
148.0,148,296.059194
108.0,108,297.018458
13.0,13,297.124834
107.0,107,298.119218
16.0,16,298.256463
106.0,106,299.201892
23.0,23,299.408221
106.0,106,300.33015
107.0,107,301.284245
111.0,111,302.255753
15.0,15,302.380705
15.0,15,302.522912
16.0,16,302.669027
97.0,97,303.531009
96.0,96,304.382723
105.0,105,305.318112
15.0,15,305.456981
103.0,103,306.368153
18.0,18,306.528058
103.0,103,307.452598
110.0,110,308.401246
107.0,107,309.337433
110.0,110,310.335437
118.0,118,311.392435
99.0,99,312.274202
98.0,98,313.132061
17.0,17,313.275272
18.0,18,313.437615
108.0,108,314.374041
19.0,19,314.533635
17.0,17,314.686451
15.0,15,314.820558
21.0,21,315.003978
20.0,20,315.174352
15.0,15,315.305514
22.0,22,315.499869
27.0,27,315.73557
156.0,156,317.100674
29.0,29,317.356966
112.0,112,318.331798
17.0,17,318.478659
16.0,16,318.63019
13.0,13,318.746493
18.0,18,318.910676
100.0,100,319.785881
13.0,13,319.901373
121.0,121,320.977772
106.0,106,321.919091
150.0,150,323.228425
10.0,10,323.310028
108.0,108,324.245072
139.0,139,325.467038
14.0,14,325.578093
121.0,121,326.672381
117.0,117,327.741135
119.0,119,328.772337
109.0,109,329.753099
141.0,141,331.015195
31.0,31,331.296779
19.0,19,331.473787
30.0,30,331.745677
22.0,22,331.94464
102.0,102,332.826118
147.0,147,334.137794
200.0,200,335.940208
44.0,44,336.31515
28.0,28,336.559776
26.0,26,336.794935
48.0,48,337.22805
127.0,127,338.373207
123.0,123,339.478293
99.0,99,340.372117
126.0,126,341.504234
16.0,16,341.646717
21.0,21,341.82626
119.0,119,342.880011
120.0,120,343.976257
130.0,130,345.127035
107.0,107,346.085196
19.0,19,346.255366
126.0,126,347.347058
183.0,183,348.951444
105.0,105,349.882279
109.0,109,350.841252
112.0,112,351.808121
108.0,108,352.745617
111.0,111,353.709713
119.0,119,354.742554
110.0,110,355.699618
110.0,110,356.669624
145.0,145,357.989064
112.0,112,358.990249
107.0,107,359.931278
116.0,116,360.956598
107.0,107,361.903814
117.0,117,362.95326
110.0,110,363.918379
100.0,100,364.801264
99.0,99,365.649796
98.0,98,366.512987
101.0,101,367.417928
107.0,107,368.358978
105.0,105,369.270452
104.0,104,370.201181
109.0,109,371.18254
101.0,101,372.051058
102.0,102,372.962835
108.0,108,373.909488
107.0,107,374.860957
104.0,104,375.793881
106.0,106,376.705986
108.0,108,377.646102
97.0,97,378.481886
104.0,104,379.391532
31.0,31,379.663934
98.0,98,380.534167
100.0,100,381.398601
103.0,103,382.29724
13.0,13,382.406062
102.0,102,383.307057
15.0,15,383.440108
101.0,101,384.346892
20.0,20,384.537342
12.0,12,384.633658
24.0,24,384.852951
13.0,13,384.962059
20.0,20,385.137387
16.0,16,385.276278
15.0,15,385.406287
23.0,23,385.607399
15.0,15,385.740709
17.0,17,385.895578
13.0,13,386.010582
15.0,15,386.147467
17.0,17,386.289452
102.0,102,387.189297
14.0,14,387.309347
15.0,15,387.441106
18.0,18,387.600848
17.0,17,387.743743
16.0,16,387.894831
18.0,18,388.064809
17.0,17,388.208689
15.0,15,388.337365
13.0,13,388.448232
18.0,18,388.601933
17.0,17,388.748213
98.0,98,389.620681
23.0,23,389.811847
98.0,98,390.696665
110.0,110,391.665206
101.0,101,392.552862
103.0,103,393.469047
98.0,98,394.338693
22.0,22,394.527604
24.0,24,394.736483
12.0,12,394.840018
115.0,115,395.856517
107.0,107,396.787594
111.0,111,397.766282
110.0,110,398.721743
110.0,110,399.672683
134.0,134,400.872751
116.0,116,401.87645
122.0,122,402.970666
115.0,115,403.956226
131.0,131,405.133105
122.0,122,406.207453
130.0,130,407.375254
128.0,128,408.480522
142.0,142,409.755673
137.0,137,410.972818
129.0,129,412.10145
138.0,138,413.289722
150.0,150,414.61188
134.0,134,415.786616
164.0,164,417.264582
152.0,152,418.620519
139.0,139,419.842442
150.0,150,421.193977
119.0,119,422.242937
120.0,120,423.302239
111.0,111,424.276139
113.0,113,425.262785
115.0,115,426.289759
110.0,110,427.265952
107.0,107,428.208585
109.0,109,429.168211
107.0,107,430.125858
102.0,102,431.037132
109.0,109,431.986789
105.0,105,432.907342
108.0,108,433.864309
107.0,107,434.790991
109.0,109,435.728996
16.0,16,435.874056
112.0,112,436.87946
38.0,38,437.215443
104.0,104,438.114132
112.0,112,439.111403
113.0,113,440.119654
120.0,120,441.2
112.0,112,442.197644
116.0,116,443.196782
