#{"t_start": 1573853310.7809234, "env_id": "CartPole-v0"}
r,l,t
85.0,85,30.810126
19.0,19,30.871141
51.0,51,31.044147
100.0,100,31.381782
41.0,41,31.519077
28.0,28,31.619277
10.0,10,31.653767
84.0,84,31.945168
95.0,95,32.259631
30.0,30,32.357368
35.0,35,32.483285
42.0,42,32.620171
73.0,73,32.860397
53.0,53,33.037939
53.0,53,33.218446
25.0,25,33.300768
22.0,22,33.370671
63.0,63,33.59119
23.0,23,33.666518
24.0,24,33.743902
73.0,73,33.993583
75.0,75,34.242138
19.0,19,34.306168
67.0,67,34.519534
23.0,23,34.600831
19.0,19,34.661781
80.0,80,34.926796
81.0,81,35.214294
21.0,21,35.286604
81.0,81,35.569023
40.0,40,35.704607
50.0,50,35.878461
51.0,51,36.051981
56.0,56,36.236451
67.0,67,36.471861
26.0,26,36.557022
74.0,74,36.815065
31.0,31,36.920632
29.0,29,37.019311
64.0,64,37.231977
28.0,28,37.327147
119.0,119,37.743788
72.0,72,37.995989
109.0,109,38.367966
38.0,38,38.492986
168.0,168,39.059316
33.0,33,39.169367
45.0,45,39.321675
64.0,64,39.539262
64.0,64,39.761673
62.0,62,39.976445
110.0,110,40.372785
25.0,25,40.457286
50.0,50,40.630014
45.0,45,40.781372
77.0,77,41.038476
27.0,27,41.142828
68.0,68,41.373888
30.0,30,41.48164
31.0,31,41.594419
39.0,39,41.723438
72.0,72,41.976945
53.0,53,42.157288
25.0,25,42.243905
78.0,78,42.515298
51.0,51,42.68061
116.0,116,43.070833
76.0,76,43.32763
61.0,61,43.530029
44.0,44,43.680555
122.0,122,44.078734
71.0,71,44.331046
45.0,45,44.480813
56.0,56,44.66258
154.0,154,45.199455
200.0,200,45.879672
200.0,200,46.544028
200.0,200,47.216903
146.0,146,47.71983
154.0,154,48.225962
112.0,112,48.607139
114.0,114,48.995871
108.0,108,49.367156
182.0,182,49.976876
200.0,200,50.645904
161.0,161,51.210933
200.0,200,51.916479
200.0,200,52.598013
141.0,141,53.086093
23.0,23,53.166759
70.0,70,53.407472
100.0,100,53.746673
60.0,60,53.943307
80.0,80,54.19896
200.0,200,54.901018
50.0,50,55.075668
97.0,97,55.417433
158.0,158,55.942179
146.0,146,56.449985
76.0,76,56.713451
48.0,48,56.888326
50.0,50,57.068333
135.0,135,57.514096
200.0,200,58.188067
123.0,123,58.613452
42.0,42,58.754874
168.0,168,59.33803
125.0,125,59.767341
128.0,128,60.215781
86.0,86,60.517255
131.0,131,60.945524
51.0,51,61.116452
81.0,81,61.382007
87.0,87,61.685366
138.0,138,62.142014
26.0,26,62.23051
125.0,125,62.657924
35.0,35,62.783153
82.0,82,63.069402
33.0,33,63.181576
102.0,102,63.529788
31.0,31,63.63005
62.0,62,63.845613
51.0,51,64.014786
91.0,91,64.319162
25.0,25,64.404218
38.0,38,64.530211
52.0,52,64.703562
111.0,111,65.087786
149.0,149,65.600482
96.0,96,65.911027
52.0,52,66.090472
193.0,193,66.761872
99.0,99,67.097911
115.0,115,67.487143
59.0,59,67.689494
70.0,70,67.910856
106.0,106,68.267149
156.0,156,68.787912
52.0,52,68.968545
52.0,52,69.139924
114.0,114,69.531478
58.0,58,69.740861
46.0,46,69.902417
30.0,30,70.005615
54.0,54,70.184146
76.0,76,70.448269
16.0,16,70.498
31.0,31,70.605313
53.0,53,70.809382
75.0,75,71.075185
30.0,30,71.18039
88.0,88,71.463464
38.0,38,71.589393
22.0,22,71.656567
40.0,40,71.787497
27.0,27,71.884681
67.0,67,72.10067
22.0,22,72.170537
35.0,35,72.301907
33.0,33,72.41764
120.0,120,72.821392
40.0,40,72.952076
48.0,48,73.121077
70.0,70,73.353747
18.0,18,73.408345
167.0,167,73.97645
39.0,39,74.100022
90.0,90,74.409929
83.0,83,74.683747
44.0,44,74.832828
75.0,75,75.096252
18.0,18,75.151893
32.0,32,75.266134
31.0,31,75.365134
106.0,106,75.724877
67.0,67,75.95248
72.0,72,76.197197
50.0,50,76.359039
38.0,38,76.492898
28.0,28,76.584414
40.0,40,76.723033
29.0,29,76.823066
56.0,56,77.021492
44.0,44,77.166394
24.0,24,77.25294
63.0,63,77.465027
26.0,26,77.562597
66.0,66,77.785186
26.0,26,77.872283
47.0,47,78.021543
30.0,30,78.116668
48.0,48,78.282603
25.0,25,78.37368
20.0,20,78.447254
44.0,44,78.603884
40.0,40,78.743434
16.0,16,78.797675
24.0,24,78.885985
28.0,28,78.968492
12.0,12,79.010816
55.0,55,79.200676
28.0,28,79.289627
45.0,45,79.45164
44.0,44,79.602646
26.0,26,79.698272
34.0,34,79.811213
22.0,22,79.890771
40.0,40,80.017371
36.0,36,80.134098
52.0,52,80.302222
43.0,43,80.449942
26.0,26,80.538574
27.0,27,80.629792
23.0,23,80.702375
42.0,42,80.83541
50.0,50,81.00808
68.0,68,81.243471
17.0,17,81.299421
79.0,79,81.590307
27.0,27,81.680655
62.0,62,81.889412
48.0,48,82.058364
58.0,58,82.265274
64.0,64,82.487003
26.0,26,82.573505
126.0,126,83.013181
55.0,55,83.211997
44.0,44,83.364532
70.0,70,83.598221
65.0,65,83.834217
81.0,81,84.091996
26.0,26,84.187744
70.0,70,84.413017
136.0,136,84.87041
56.0,56,85.073108
36.0,36,85.193331
65.0,65,85.415715
96.0,96,85.748122
36.0,36,85.879866
31.0,31,85.982082
24.0,24,86.060848
23.0,23,86.135504
42.0,42,86.279165
58.0,58,86.470238
59.0,59,86.680608
56.0,56,86.86784
44.0,44,87.030036
84.0,84,87.331384
83.0,83,87.592461
60.0,60,87.807096
29.0,29,87.903907
49.0,49,88.066148
47.0,47,88.233085
35.0,35,88.349801
23.0,23,88.423305
31.0,31,88.520298
28.0,28,88.613923
63.0,63,88.825723
16.0,16,88.884138
50.0,50,89.048336
18.0,18,89.107184
31.0,31,89.203347
20.0,20,89.27622
44.0,44,89.424887
31.0,31,89.526958
18.0,18,89.595053
14.0,14,89.648658
42.0,42,89.789547
34.0,34,89.905885
33.0,33,90.024887
61.0,61,90.235939
23.0,23,90.309826
35.0,35,90.429536
30.0,30,90.529361
52.0,52,90.704023
39.0,39,90.838506
41.0,41,90.984864
42.0,42,91.124062
26.0,26,91.211491
49.0,49,91.373237
21.0,21,91.444898
32.0,32,91.554281
25.0,25,91.636539
30.0,30,91.738008
17.0,17,91.797308
51.0,51,91.965931
24.0,24,92.048038
46.0,46,92.201793
42.0,42,92.353666
50.0,50,92.527785
37.0,37,92.658383
83.0,83,92.95435
56.0,56,93.135217
120.0,120,93.54485
24.0,24,93.641542
37.0,37,93.761499
17.0,17,93.817432
52.0,52,93.991846
27.0,27,94.074658
17.0,17,94.135913
22.0,22,94.205449
24.0,24,94.288698
15.0,15,94.339041
17.0,17,94.398124
30.0,30,94.497918
33.0,33,94.609193
20.0,20,94.679368
24.0,24,94.760582
18.0,18,94.816183
19.0,19,94.879801
29.0,29,94.972695
32.0,32,95.084145
27.0,27,95.177661
32.0,32,95.278697
75.0,75,95.538569
37.0,37,95.668675
34.0,34,95.785893
52.0,52,95.973682
19.0,19,96.039989
20.0,20,96.106735
17.0,17,96.159898
34.0,34,96.270832
16.0,16,96.325561
58.0,58,96.526356
17.0,17,96.582432
38.0,38,96.710327
22.0,22,96.791156
15.0,15,96.840637
25.0,25,96.930052
37.0,37,97.053995
29.0,29,97.160713
18.0,18,97.226657
11.0,11,97.262224
19.0,19,97.329027
14.0,14,97.376113
26.0,26,97.468383
21.0,21,97.536462
23.0,23,97.623568
12.0,12,97.663191
28.0,28,97.760235
29.0,29,97.851271
26.0,26,97.943388
19.0,19,98.000914
40.0,40,98.137407
18.0,18,98.20138
26.0,26,98.285607
75.0,75,98.547444
41.0,41,98.695024
25.0,25,98.77504
33.0,33,98.881508
19.0,19,98.950106
59.0,59,99.154221
30.0,30,99.248668
23.0,23,99.330726
21.0,21,99.398453
20.0,20,99.466586
18.0,18,99.535902
16.0,16,99.588726
20.0,20,99.657728
34.0,34,99.781453
34.0,34,99.890636
63.0,63,100.101709
24.0,24,100.17735
22.0,22,100.260468
25.0,25,100.348858
17.0,17,100.406139
23.0,23,100.487318
23.0,23,100.573528
31.0,31,100.679984
32.0,32,100.797819
38.0,38,100.927061
14.0,14,100.9773
20.0,20,101.048731
11.0,11,101.083195
16.0,16,101.142751
94.0,94,101.458061
96.0,96,101.791857
27.0,27,101.876563
15.0,15,101.92673
18.0,18,101.988988
15.0,15,102.043441
30.0,30,102.139611
28.0,28,102.226083
19.0,19,102.299712
19.0,19,102.369895
47.0,47,102.528706
98.0,98,102.860953
48.0,48,103.021571
15.0,15,103.067617
63.0,63,103.280715
106.0,106,103.64367
26.0,26,103.73386
105.0,105,104.074599
23.0,23,104.155811
118.0,118,104.555871
16.0,16,104.60949
131.0,131,105.041466
26.0,26,105.128763
91.0,91,105.44011
102.0,102,105.795743
117.0,117,106.200309
114.0,114,106.585444
104.0,104,106.915257
12.0,12,106.95178
96.0,96,107.260853
14.0,14,107.30782
26.0,26,107.401561
27.0,27,107.495913
21.0,21,107.567723
49.0,49,107.747882
33.0,33,107.85792
19.0,19,107.923256
15.0,15,107.97486
114.0,114,108.374672
36.0,36,108.507935
42.0,42,108.652981
28.0,28,108.743706
123.0,123,109.168228
33.0,33,109.281081
143.0,143,109.77165
114.0,114,110.158551
25.0,25,110.237391
23.0,23,110.307471
128.0,128,110.755487
13.0,13,110.805903
33.0,33,110.915818
113.0,113,111.305288
114.0,114,111.699283
112.0,112,112.078687
29.0,29,112.173563
124.0,124,112.595948
23.0,23,112.672839
104.0,104,113.026854
36.0,36,113.149544
20.0,20,113.216918
146.0,146,113.706287
29.0,29,113.800694
84.0,84,114.091177
131.0,131,114.528191
14.0,14,114.575297
106.0,106,114.938104
136.0,136,115.408524
171.0,171,115.987196
40.0,40,116.130142
148.0,148,116.641945
125.0,125,117.078582
14.0,14,117.131488
20.0,20,117.196534
33.0,33,117.308287
104.0,104,117.662519
20.0,20,117.731022
141.0,141,118.225263
94.0,94,118.54606
32.0,32,118.659267
16.0,16,118.711613
121.0,121,119.129393
114.0,114,119.515469
105.0,105,119.877611
194.0,194,120.54147
23.0,23,120.619681
149.0,149,121.145528
78.0,78,121.410339
16.0,16,121.465885
40.0,40,121.611044
23.0,23,121.69274
99.0,99,122.026316
86.0,86,122.318874
52.0,52,122.484717
75.0,75,122.737454
93.0,93,123.05969
15.0,15,123.111221
111.0,111,123.502278
26.0,26,123.590348
127.0,127,124.015238
31.0,31,124.122031
45.0,45,124.273571
19.0,19,124.331848
133.0,133,124.795518
21.0,21,124.862982
91.0,91,125.167768
23.0,23,125.243701
24.0,24,125.32104
36.0,36,125.43808
18.0,18,125.499902
25.0,25,125.596298
20.0,20,125.667857
84.0,84,125.942752
19.0,19,126.006491
63.0,63,126.229907
20.0,20,126.304459
14.0,14,126.353467
78.0,78,126.607971
15.0,15,126.658254
31.0,31,126.768137
23.0,23,126.85285
26.0,26,126.936868
101.0,101,127.276781
130.0,130,127.72091
17.0,17,127.778473
90.0,90,128.085639
26.0,26,128.171537
84.0,84,128.469997
61.0,61,128.673405
15.0,15,128.726911
22.0,22,128.803991
26.0,26,128.905184
32.0,32,129.015515
32.0,32,129.117154
21.0,21,129.193234
45.0,45,129.342757
17.0,17,129.394107
167.0,167,129.967554
130.0,130,130.408503
30.0,30,130.512003
11.0,11,130.5583
56.0,56,130.752161
20.0,20,130.814462
11.0,11,130.849075
13.0,13,130.891806
11.0,11,130.928137
10.0,10,130.962001
16.0,16,131.019545
25.0,25,131.106705
22.0,22,131.177451
11.0,11,131.217799
13.0,13,131.257915
15.0,15,131.311071
52.0,52,131.499547
22.0,22,131.571224
25.0,25,131.652302
18.0,18,131.718046
111.0,111,132.095265
22.0,22,132.165837
14.0,14,132.213747
108.0,108,132.586643
22.0,22,132.656425
9.0,9,132.688787
12.0,12,132.72811
90.0,90,133.048597
12.0,12,133.09471
79.0,79,133.350619
118.0,118,133.771906
30.0,30,133.872972
22.0,22,133.945111
20.0,20,134.014931
145.0,145,134.501686
107.0,107,134.872065
103.0,103,135.224665
25.0,25,135.309726
110.0,110,135.684194
76.0,76,135.946236
61.0,61,136.162006
198.0,198,136.841024
184.0,184,137.445292
15.0,15,137.497157
21.0,21,137.568114
128.0,128,137.981977
15.0,15,138.030478
118.0,118,138.439802
119.0,119,138.827158
18.0,18,138.894873
82.0,82,139.171029
22.0,22,139.248568
153.0,153,139.760006
21.0,21,139.846401
21.0,21,139.923647
33.0,33,140.034133
27.0,27,140.132701
26.0,26,140.218142
33.0,33,140.328282
19.0,19,140.390335
28.0,28,140.485498
105.0,105,140.843618
26.0,26,140.939242
49.0,49,141.105006
30.0,30,141.205122
154.0,154,141.727581
42.0,42,141.862694
33.0,33,141.974528
25.0,25,142.057279
128.0,128,142.49453
75.0,75,142.745763
149.0,149,143.252884
51.0,51,143.422014
20.0,20,143.492831
32.0,32,143.611354
13.0,13,143.649331
14.0,14,143.701874
97.0,97,144.036228
33.0,33,144.146078
99.0,99,144.469554
30.0,30,144.566877
25.0,25,144.653125
89.0,89,144.955784
21.0,21,145.02848
20.0,20,145.102233
35.0,35,145.227995
16.0,16,145.286637
62.0,62,145.496214
84.0,84,145.777655
90.0,90,146.080602
134.0,134,146.542777
81.0,81,146.81606
35.0,35,146.935261
23.0,23,147.015765
178.0,178,147.627483
93.0,93,147.933874
16.0,16,147.987326
62.0,62,148.203712
200.0,200,148.879955
61.0,61,149.095958
11.0,11,149.130294
32.0,32,149.243761
55.0,55,149.438337
174.0,174,150.019409
29.0,29,150.1202
23.0,23,150.198341
157.0,157,150.718318
112.0,112,151.099256
112.0,112,151.500194
104.0,104,151.85926
175.0,175,152.450222
27.0,27,152.538609
140.0,140,153.018963
143.0,143,153.527523
123.0,123,153.939868
52.0,52,154.121504
186.0,186,154.74561
109.0,109,155.110502
23.0,23,155.18145
66.0,66,155.419283
83.0,83,155.690111
116.0,116,156.084365
19.0,19,156.156901
20.0,20,156.225766
89.0,89,156.527302
93.0,93,156.858438
38.0,38,156.984954
144.0,144,157.466043
137.0,137,157.933658
141.0,141,158.429786
17.0,17,158.487005
82.0,82,158.75316
37.0,37,158.877954
37.0,37,158.994837
50.0,50,159.156857
117.0,117,159.559842
108.0,108,159.918981
59.0,59,160.113328
57.0,57,160.305066
49.0,49,160.478245
70.0,70,160.706532
170.0,170,161.280231
16.0,16,161.331587
123.0,123,161.745714
91.0,91,162.049754
16.0,16,162.105279
167.0,167,162.683855
21.0,21,162.750601
174.0,174,163.338157
127.0,127,163.770193
127.0,127,164.192827
122.0,122,164.609622
91.0,91,164.916533
28.0,28,165.019355
146.0,146,165.513154
25.0,25,165.589295
130.0,130,166.026596
52.0,52,166.20087
173.0,173,166.808302
88.0,88,167.105133
145.0,145,167.609607
36.0,36,167.726587
28.0,28,167.825119
146.0,146,168.331231
25.0,25,168.414331
137.0,137,168.877193
27.0,27,168.97313
19.0,19,169.040092
26.0,26,169.128298
53.0,53,169.317202
28.0,28,169.411146
47.0,47,169.574372
30.0,30,169.681523
120.0,120,170.083677
28.0,28,170.177637
23.0,23,170.249442
176.0,176,170.851278
184.0,184,171.461282
15.0,15,171.512756
170.0,170,172.110356
18.0,18,172.170845
