#{"t_start": 1573853493.3689213, "env_id": "CartPole-v0"}
r,l,t
76.0,76,95.757729
117.0,117,96.16996
128.0,128,96.624232
34.0,34,96.740103
115.0,115,97.147116
101.0,101,97.493424
77.0,77,97.749323
55.0,55,97.938479
44.0,44,98.090129
107.0,107,98.446822
200.0,200,99.134301
115.0,115,99.531938
123.0,123,99.944234
39.0,39,100.079497
75.0,75,100.339412
47.0,47,100.495556
182.0,182,101.124297
42.0,42,101.263917
148.0,148,101.764726
132.0,132,102.202648
115.0,115,102.597364
175.0,175,103.188076
72.0,72,103.420353
98.0,98,103.759527
80.0,80,104.03853
44.0,44,104.185789
159.0,159,104.742164
200.0,200,105.432422
20.0,20,105.502366
82.0,82,105.776736
31.0,31,105.8946
21.0,21,105.965558
124.0,124,106.407922
70.0,70,106.648325
29.0,29,106.758133
85.0,85,107.049569
112.0,112,107.426013
18.0,18,107.489214
113.0,113,107.87004
91.0,91,108.17086
34.0,34,108.284541
15.0,15,108.336532
37.0,37,108.462313
61.0,61,108.668168
25.0,25,108.754515
15.0,15,108.812561
25.0,25,108.901806
51.0,51,109.068636
19.0,19,109.140874
40.0,40,109.272695
82.0,82,109.565592
94.0,94,109.897015
38.0,38,110.024197
30.0,30,110.127578
84.0,84,110.419765
104.0,104,110.782527
77.0,77,111.054651
134.0,134,111.508927
101.0,101,111.865935
153.0,153,112.394025
94.0,94,112.721188
101.0,101,113.070962
26.0,26,113.153526
61.0,61,113.368949
70.0,70,113.597863
68.0,68,113.842418
113.0,113,114.21391
44.0,44,114.37257
104.0,104,114.726115
53.0,53,114.908001
19.0,19,114.974895
80.0,80,115.251362
103.0,103,115.606631
84.0,84,115.898643
53.0,53,116.086428
94.0,94,116.417585
169.0,169,116.996622
77.0,77,117.276348
170.0,170,117.856768
79.0,79,118.126197
100.0,100,118.478757
33.0,33,118.590679
78.0,78,118.870321
57.0,57,119.070207
34.0,34,119.183003
38.0,38,119.315924
69.0,69,119.555491
40.0,40,119.69183
69.0,69,119.940605
82.0,82,120.21576
19.0,19,120.279671
70.0,70,120.519203
48.0,48,120.677904
18.0,18,120.740623
65.0,65,120.953574
39.0,39,121.090333
16.0,16,121.142992
69.0,69,121.383754
24.0,24,121.463209
65.0,65,121.68749
16.0,16,121.745469
75.0,75,121.999202
64.0,64,122.223581
21.0,21,122.292765
18.0,18,122.351167
141.0,141,122.838701
48.0,48,123.00058
14.0,14,123.049923
77.0,77,123.31755
89.0,89,123.621157
51.0,51,123.798044
59.0,59,123.998151
69.0,69,124.246095
200.0,200,124.940749
105.0,105,125.315341
24.0,24,125.399378
117.0,117,125.796292
49.0,49,125.966833
63.0,63,126.194223
125.0,125,126.613154
32.0,32,126.71907
120.0,120,127.131866
26.0,26,127.221353
49.0,49,127.389282
21.0,21,127.460267
54.0,54,127.639266
126.0,126,128.069603
33.0,33,128.185387
9.0,9,128.218129
11.0,11,128.251933
125.0,125,128.691821
25.0,25,128.783152
21.0,21,128.857011
116.0,116,129.265911
75.0,75,129.524106
35.0,35,129.637995
140.0,140,130.133121
113.0,113,130.527068
81.0,81,130.815651
95.0,95,131.134007
112.0,112,131.524767
165.0,165,132.082566
62.0,62,132.291969
20.0,20,132.357918
200.0,200,133.048586
103.0,103,133.402817
138.0,138,133.885103
127.0,127,134.332847
90.0,90,134.644906
78.0,78,134.914305
93.0,93,135.232769
50.0,50,135.402443
41.0,41,135.549571
89.0,89,135.852878
112.0,112,136.235502
108.0,108,136.604035
88.0,88,136.904526
55.0,55,137.086695
68.0,68,137.312882
31.0,31,137.423738
77.0,77,137.688898
69.0,69,137.938455
110.0,110,138.305765
52.0,52,138.499434
29.0,29,138.595766
17.0,17,138.659112
91.0,91,138.970248
75.0,75,139.235523
41.0,41,139.366548
191.0,191,140.018013
48.0,48,140.188937
21.0,21,140.263366
71.0,71,140.508605
108.0,108,140.880914
25.0,25,140.96589
46.0,46,141.122702
88.0,88,141.4331
72.0,72,141.668306
164.0,164,142.249196
123.0,123,142.676596
155.0,155,143.212687
73.0,73,143.47261
200.0,200,144.176672
90.0,90,144.486958
28.0,28,144.579662
117.0,117,144.986905
163.0,163,145.536742
26.0,26,145.627661
71.0,71,145.868275
40.0,40,146.005732
112.0,112,146.371362
30.0,30,146.473819
47.0,47,146.640194
59.0,59,146.845798
39.0,39,146.979328
26.0,26,147.063895
50.0,50,147.2359
54.0,54,147.429658
124.0,124,147.855346
29.0,29,147.952333
59.0,59,148.159449
84.0,84,148.451125
41.0,41,148.591054
38.0,38,148.735933
113.0,113,149.129024
97.0,97,149.467523
31.0,31,149.574381
48.0,48,149.742838
38.0,38,149.866913
48.0,48,150.040562
41.0,41,150.175275
70.0,70,150.419402
60.0,60,150.627837
65.0,65,150.846088
58.0,58,151.043899
132.0,132,151.509621
33.0,33,151.615952
101.0,101,151.968367
170.0,170,152.562646
94.0,94,152.865967
48.0,48,153.025512
82.0,82,153.310528
80.0,80,153.594518
71.0,71,153.845241
200.0,200,154.549056
159.0,159,155.094899
75.0,75,155.346564
86.0,86,155.651455
72.0,72,155.893741
47.0,47,156.053089
88.0,88,156.357039
33.0,33,156.46736
57.0,57,156.661079
121.0,121,157.077581
56.0,56,157.267396
40.0,40,157.409699
50.0,50,157.583174
77.0,77,157.861703
34.0,34,157.973538
59.0,59,158.181779
48.0,48,158.351572
37.0,37,158.477406
50.0,50,158.649235
47.0,47,158.823888
30.0,30,158.919919
70.0,70,159.175053
34.0,34,159.293587
37.0,37,159.414719
37.0,37,159.534875
58.0,58,159.738082
24.0,24,159.821759
45.0,45,159.974535
44.0,44,160.121712
35.0,35,160.249064
39.0,39,160.369362
46.0,46,160.528401
32.0,32,160.635021
58.0,58,160.834308
18.0,18,160.894179
26.0,26,160.982201
35.0,35,161.106826
38.0,38,161.244585
31.0,31,161.348857
28.0,28,161.448102
29.0,29,161.549239
30.0,30,161.6561
26.0,26,161.748751
14.0,14,161.795323
35.0,35,161.914938
34.0,34,162.018762
19.0,19,162.084643
17.0,17,162.146984
19.0,19,162.211042
29.0,29,162.310591
25.0,25,162.398772
17.0,17,162.465504
24.0,24,162.542609
14.0,14,162.589652
26.0,26,162.679615
21.0,21,162.760356
26.0,26,162.854205
20.0,20,162.931477
26.0,26,163.016028
24.0,24,163.103124
15.0,15,163.152525
27.0,27,163.244756
33.0,33,163.360195
17.0,17,163.413919
13.0,13,163.457591
18.0,18,163.520301
24.0,24,163.603013
17.0,17,163.66694
20.0,20,163.738432
23.0,23,163.819478
17.0,17,163.883769
24.0,24,163.963112
15.0,15,164.016752
17.0,17,164.075756
10.0,10,164.108771
13.0,13,164.150726
18.0,18,164.219328
17.0,17,164.272156
16.0,16,164.333713
12.0,12,164.375766
19.0,19,164.447034
13.0,13,164.489686
18.0,18,164.55537
15.0,15,164.604899
21.0,21,164.677927
27.0,27,164.778326
20.0,20,164.854033
18.0,18,164.910895
28.0,28,165.000437
18.0,18,165.066668
18.0,18,165.132189
19.0,19,165.198255
18.0,18,165.250332
17.0,17,165.317384
15.0,15,165.370878
21.0,21,165.444026
16.0,16,165.501941
18.0,18,165.565097
15.0,15,165.610631
21.0,21,165.674278
12.0,12,165.708915
24.0,24,165.795425
20.0,20,165.864789
18.0,18,165.932308
19.0,19,166.004605
16.0,16,166.064568
13.0,13,166.10407
21.0,21,166.179356
11.0,11,166.217407
26.0,26,166.301652
11.0,11,166.341564
15.0,15,166.388123
13.0,13,166.435529
16.0,16,166.490734
12.0,12,166.529943
20.0,20,166.60124
12.0,12,166.644712
11.0,11,166.681455
19.0,19,166.75105
15.0,15,166.804568
21.0,21,166.873285
11.0,11,166.908239
15.0,15,166.961636
14.0,14,167.013105
17.0,17,167.070711
11.0,11,167.11378
13.0,13,167.15409
10.0,10,167.185099
15.0,15,167.233888
17.0,17,167.294784
13.0,13,167.341304
15.0,15,167.391851
15.0,15,167.443527
17.0,17,167.504682
15.0,15,167.551209
20.0,20,167.618438
14.0,14,167.658749
20.0,20,167.729751
19.0,19,167.796619
20.0,20,167.861161
11.0,11,167.892921
18.0,18,167.958523
19.0,19,168.028733
15.0,15,168.083241
18.0,18,168.142574
15.0,15,168.19962
20.0,20,168.26675
14.0,14,168.312694
20.0,20,168.381926
22.0,22,168.464301
22.0,22,168.539246
20.0,20,168.608648
14.0,14,168.655508
21.0,21,168.72674
15.0,15,168.780213
20.0,20,168.848171
20.0,20,168.914253
18.0,18,168.982919
17.0,17,169.035235
16.0,16,169.089674
14.0,14,169.136473
15.0,15,169.185353
12.0,12,169.2253
13.0,13,169.275051
26.0,26,169.36348
16.0,16,169.42599
20.0,20,169.493838
22.0,22,169.57411
15.0,15,169.624537
19.0,19,169.69385
24.0,24,169.768628
17.0,17,169.83108
14.0,14,169.883796
28.0,28,169.973083
17.0,17,170.036693
18.0,18,170.091283
18.0,18,170.154697
16.0,16,170.210887
12.0,12,170.248154
19.0,19,170.311506
13.0,13,170.361833
15.0,15,170.410439
16.0,16,170.466787
15.0,15,170.519527
14.0,14,170.566733
18.0,18,170.625736
22.0,22,170.70394
11.0,11,170.740029
14.0,14,170.794632
9.0,9,170.827201
15.0,15,170.879223
14.0,14,170.927247
16.0,16,170.993189
13.0,13,171.030828
15.0,15,171.077967
17.0,17,171.141081
12.0,12,171.181855
17.0,17,171.238263
17.0,17,171.301119
18.0,18,171.361258
36.0,36,171.501395
12.0,12,171.540559
23.0,23,171.620165
15.0,15,171.672721
22.0,22,171.746651
26.0,26,171.833731
16.0,16,171.883237
21.0,21,171.958643
12.0,12,171.998193
21.0,21,172.066404
12.0,12,172.11305
22.0,22,172.184065
19.0,19,172.252853
14.0,14,172.296897
17.0,17,172.354509
16.0,16,172.404311
13.0,13,172.454569
21.0,21,172.51674
17.0,17,172.57036
16.0,16,172.628868
16.0,16,172.686771
10.0,10,172.71887
22.0,22,172.788729
26.0,26,172.883136
25.0,25,172.972466
20.0,20,173.044763
20.0,20,173.118052
16.0,16,173.179503
20.0,20,173.244443
17.0,17,173.303294
17.0,17,173.362635
16.0,16,173.431768
22.0,22,173.505445
17.0,17,173.554249
18.0,18,173.617085
14.0,14,173.666946
14.0,14,173.717343
20.0,20,173.790226
17.0,17,173.840186
18.0,18,173.905491
16.0,16,173.960116
28.0,28,174.057092
32.0,32,174.17365
28.0,28,174.270021
21.0,21,174.342768
15.0,15,174.393015
20.0,20,174.464694
22.0,22,174.533049
19.0,19,174.601575
22.0,22,174.678011
